"name"	"taxRank"	"taxID"	"Max"	"C4.16S.txt.cladeReads.."	"lineage"
"Anaerobutyricum"	"G"	2569097	0.01967	0.01967	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae"
"Anaerobutyricum soehngenii"	"S"	105843	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Anaerobutyricum"
"Anaerobutyricum hallii"	"S"	39488	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Anaerobutyricum"
"Konateibacter><wbr>Konateibacter massiliensis"	"S"	2002841	0.01967	0.01967	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Konateibacter"
"Sporofaciens><wbr>Sporofaciens musculi"	"S"	2681861	0.01639	0.01639	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Sporofaciens"
"Eisenbergiella"	"G"	1432051	0.01639	0.01639	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae"
"Eisenbergiella tayi"	"S"	1432052	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Eisenbergiella"
"Eisenbergiella massiliensis"	"S"	1720294	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Eisenbergiella"
"Catenibacillus><wbr>Catenibacillus scindens"	"S"	673271	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Catenibacillus"
"Herbinix><wbr>Herbinix hemicellulosilytica"	"S"	1564487	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Herbinix"
"Herbinix><wbr>Herbinix luporum"	"S"	1679721	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Herbinix"
"Catonella"	"G"	43996	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae"
"Mobilisporobacter><wbr>Mobilisporobacter senegalensis"	"S"	1329262	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Mobilisporobacter"
"Oribacterium"	"G"	265975	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae"
"Oribacterium sinus"	"S"	237576	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Oribacterium"
"Wansuia><wbr>Wansuia hejianensis"	"S"	2763667	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Wansuia"
"Lachnoanaerobaculum"	"G"	1164882	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae"
"Lachnoanaerobaculum saburreum><wbr>Lachnoanaerobaculum saburreum DSM 3986"	"-"	887325	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Lachnoanaerobaculum>Lachnoanaerobaculum&nbsp;saburreum"
"Lachnoanaerobaculum umeaense"	"S"	617123	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Lachnoanaerobaculum"
"Qiania><wbr>Qiania dongpingensis"	"S"	2763669	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Qiania"
"Caecibacterium><wbr>Caecibacterium sporoformans"	"S"	915180	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Caecibacterium"
"Hominisplanchenecus><wbr>Hominisplanchenecus faecis"	"S"	2885351	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Hominisplanchenecus"
"Bariatricus><wbr>Bariatricus massiliensis"	"S"	1745713	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Bariatricus"
"Butyribacter><wbr>Butyribacter intestini"	"S"	1703332	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Butyribacter"
"Porcincola><wbr>Porcincola intestinalis"	"S"	2606632	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Porcincola"
"Diplocloster"	"G"	2918511	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae"
"Bilifractor><wbr>Bilifractor porci"	"S"	2606636	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Bilifractor"
"Suipraeoptans><wbr>Suipraeoptans intestinalis"	"S"	2606628	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Suipraeoptans"
"Parasporobacterium><wbr>Parasporobacterium paucivorans"	"S"	115544	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Parasporobacterium"
"Fusicatenibacter><wbr>Fusicatenibacter saccharivorans"	"S"	1150298	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Fusicatenibacter"
"Robinsoniella><wbr>Robinsoniella peoriensis"	"S"	180332	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Robinsoniella"
"Extibacter><wbr>Extibacter muris"	"S"	1796622	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Extibacter"
"Cuneatibacter><wbr>Cuneatibacter caecimuris"	"S"	1796618	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Cuneatibacter"
"Murimonas><wbr>Murimonas intestini"	"S"	1337051	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Murimonas"
"Anaerotaenia><wbr>Anaerotaenia torta"	"S"	433293	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Anaerotaenia"
"Tyzzerella><wbr>[Clostridium] nexile><wbr>[Clostridium] nexile DSM 1787"	"-"	500632	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Tyzzerella>[Clostridium]&nbsp;nexile"
"Novisyntrophococcus><wbr>Novisyntrophococcus fermenticellae"	"S"	2068655	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Novisyntrophococcus"
"Johnsonella><wbr>Johnsonella ignava><wbr>Johnsonella ignava ATCC 51276"	"-"	679200	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Johnsonella>Johnsonella&nbsp;ignava"
"Acetitomaculum><wbr>Acetitomaculum ruminis"	"S"	2382	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Acetitomaculum"
"Velocimicrobium><wbr>Velocimicrobium porci"	"S"	2606634	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Velocimicrobium"
"Sporobacterium><wbr>Sporobacterium olearium"	"S"	100133	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Sporobacterium"
"Gluceribacter><wbr>Gluceribacter canis"	"S"	1912090	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Gluceribacter"
"Moryella><wbr>Moryella indoligenes"	"S"	371674	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Lachnospiraceae>Moryella"
"Oscillospiraceae"	"F"	216572	3.222	3.222	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales"
"Faecalibacterium"	"G"	216851	2.324	2.324	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"Faecalibacterium longum"	"S"	1851428	1.39	1.39	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Faecalibacterium"
"Faecalibacterium hattorii"	"S"	2935520	0.1016	0.1016	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Faecalibacterium"
"Faecalibacterium gallinarum"	"S"	2903556	0.08523	0.08523	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Faecalibacterium"
"Faecalibacterium butyricigenerans"	"S"	1851427	0.02295	0.02295	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Faecalibacterium"
"Faecalibacterium prausnitzii"	"S"	853	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Faecalibacterium"
"Flavonifractor><wbr>Flavonifractor plautii"	"S"	292800	0.2426	0.2426	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Flavonifractor"
"Ruminococcus><wbr>Ruminococcus bromii"	"S"	40518	0.05572	0.05572	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Ruminococcus"
"Ruminococcus><wbr>Ruminococcus callidus"	"S"	40519	0.03934	0.03934	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Ruminococcus"
"Ruminococcus><wbr>Ruminococcus albus"	"S"	1264	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Ruminococcus"
"Ruminococcus><wbr>Ruminococcus champanellensis><wbr>Ruminococcus champanellensis 18P13 = JCM 17042"	"-"	213810	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Ruminococcus>Ruminococcus&nbsp;champanellensis"
"Marseillibacter><wbr>Marseillibacter massiliensis"	"S"	1852369	0.04917	0.04917	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Marseillibacter"
"Subdoligranulum><wbr>Subdoligranulum variabile"	"S"	214851	0.04589	0.04589	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Subdoligranulum"
"Ruminococcoides><wbr>Ruminococcoides bili"	"S"	2678306	0.03278	0.03278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Ruminococcoides"
"Solibaculum><wbr>Solibaculum mannosilyticum"	"S"	2780922	0.02622	0.02622	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Solibaculum"
"Scatolibacter><wbr>Scatolibacter rhodanostii"	"S"	2014781	0.02295	0.02295	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Scatolibacter"
"Ruthenibacterium><wbr>Ruthenibacterium lactatiformans"	"S"	1550024	0.01967	0.01967	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Ruthenibacterium"
"Fastidiosipila><wbr>Fastidiosipila sanguinis"	"S"	236753	0.01639	0.01639	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Fastidiosipila"
"Oscillospiraceae incertae sedis><wbr>[Clostridium] methylpentosum"	"S"	84026	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Oscillospiraceae&nbsp;incertae&nbsp;sedis"
"Oscillospiraceae incertae sedis><wbr>[Clostridium] leptum"	"S"	1535	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Oscillospiraceae&nbsp;incertae&nbsp;sedis"
"Oscillospiraceae incertae sedis><wbr>[Clostridium] viride"	"S"	47246	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Oscillospiraceae&nbsp;incertae&nbsp;sedis"
"Acutalibacter><wbr>Acutalibacter muris"	"S"	1796620	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Acutalibacter"
"Oscillibacter><wbr>Oscillibacter valericigenes"	"S"	351091	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Oscillibacter"
"Oscillibacter><wbr>Oscillibacter ruminantium><wbr>Oscillibacter ruminantium GH1"	"-"	1007096	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Oscillibacter>Oscillibacter&nbsp;ruminantium"
"Anaerotruncus><wbr>Anaerotruncus colihominis"	"S"	169435	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Anaerotruncus"
"Vescimonas"	"G"	2892396	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae"
"Vescimonas fastidiosa"	"S"	2714353	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Vescimonas"
"Hydrogenoanaerobacterium><wbr>Hydrogenoanaerobacterium saccharovorans"	"S"	474960	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Hydrogenoanaerobacterium"
"Ethanoligenens><wbr>Ethanoligenens harbinense><wbr>Ethanoligenens harbinense YUAN-3"	"-"	663278	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Ethanoligenens>Ethanoligenens&nbsp;harbinense"
"Caproicibacterium><wbr>Caproicibacterium lactatifermentans"	"S"	2666138	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Caproicibacterium"
"Pseudoruminococcus><wbr>Pseudoruminococcus massiliensis"	"S"	2086583	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Pseudoruminococcus"
"Dysosmobacter><wbr>Dysosmobacter acutus"	"S"	2841504	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Dysosmobacter"
"Petroclostridium><wbr>Petroclostridium xylanilyticum"	"S"	1792311	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Petroclostridium"
"Agathobaculum><wbr>Agathobaculum butyriciproducens"	"S"	1628085	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Agathobaculum"
"Monoglobus><wbr>Monoglobus pectinilyticus"	"S"	1981510	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Monoglobus"
"Fournierella><wbr>Fournierella massiliensis"	"S"	1650663	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Fournierella"
"Pygmaiobacter><wbr>Pygmaiobacter massiliensis"	"S"	1917873	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Pygmaiobacter"
"Bittarella (ex Durand et al. 2017)><wbr>Bittarella massiliensis (ex Durand et al. 2017)"	"S"	1720313	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Bittarella&nbsp;(ex&nbsp;Durand&nbsp;et&nbsp;al.&nbsp;2017)"
"Acetivibrio><wbr>Acetivibrio saccincola"	"S"	1677857	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Acetivibrio"
"Drancourtella><wbr>Drancourtella massiliensis"	"S"	1632013	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Drancourtella"
"Caproiciproducens><wbr>Caproiciproducens galactitolivorans"	"S"	642589	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Caproiciproducens"
"Mageeibacillus><wbr>Mageeibacillus indolicus"	"S"	884684	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Oscillospiraceae>Mageeibacillus"
"Clostridiaceae"	"F"	31979	0.6031	0.6031	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales"
"Clostridium"	"G"	1485	0.3081	0.3081	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae"
"Clostridium fessum"	"S"	2126740	0.1114	0.1114	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium"
"Clostridium manihotivorum"	"S"	2320868	0.04917	0.04917	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium"
"Clostridium transplantifaecale"	"S"	2479838	0.04261	0.04261	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium"
"Clostridium acetobutylicum><wbr>Clostridium acetobutylicum ATCC 824"	"-"	272562	0.03278	0.03278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium>Clostridium&nbsp;acetobutylicum"
"Clostridium thiosulfatireducens"	"S"	150336	0.01311	0.01311	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium"
"Clostridium indicum"	"S"	759821	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium"
"Clostridium perfringens"	"S"	1502	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium"
"Clostridium porci"	"S"	2605778	0.006556	0.006556	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium"
"Clostridium cochlearium"	"S"	1494	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium"
"Clostridium formicaceticum"	"S"	1497	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium"
"Clostridium phoceensis"	"S"	1650661	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium"
"Clostridium luticellarii"	"S"	1691940	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium"
"Clostridium algifaecis"	"S"	1472040	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium"
"Clostridium acetireducens"	"S"	76489	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium"
"Clostridium peptidivorans"	"S"	100174	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium"
"Clostridium butyricum"	"S"	1492	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium"
"Clostridium fermenticellae"	"S"	2068654	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Clostridium"
"Hungatella"	"G"	1649459	0.1311	0.1311	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae"
"Hungatella effluvii"	"S"	1096246	0.0885	0.0885	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Hungatella"
"Hungatella hathewayi"	"S"	154046	0.03278	0.03278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Hungatella"
"Hungatella xylanolytica"	"S"	384636	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Hungatella"
"Butyricicoccus><wbr>Butyricicoccus pullicaecorum"	"S"	501571	0.09506	0.09506	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Butyricicoccus"
"Butyricicoccus><wbr>Butyricicoccus faecihominis"	"S"	1712515	0.009834	0.009834	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Butyricicoccus"
"Alkaliphilus><wbr>Alkaliphilus transvaalensis"	"S"	114628	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Alkaliphilus"
"Alkaliphilus><wbr>Alkaliphilus metalliredigens><wbr>Alkaliphilus metalliredigens QYMF"	"-"	293826	0.003278	0.003278	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Bacillota>Clostridia>Eubacteriales>Clostridiaceae>Alkaliphilus>Alkaliphilus&nbsp;metalliredigens"
